,Landmark_1,Landmark_2,Landmark_3,Class
980,8.246211251235321,7.0,26.0,Drowsy
982,9.0,8.0,24.020824298928627,Alert
984,9.055385138137416,8.06225774829855,31.400636936215164,Drowsy
986,8.06225774829855,7.071067811865476,31.25699921617557,Drowsy
988,9.055385138137416,8.06225774829855,30.4138126514911,Drowsy
990,8.06225774829855,8.06225774829855,31.25699921617557,Drowsy
992,10.198039027185567,9.055385138137416,28.284271247461906,Alert
994,9.055385138137416,9.0,29.068883707497267,Drowsy
996,9.219544457292889,9.055385138137416,28.284271247461906,Drowsy
998,10.04987562112089,10.04987562112089,31.144823004794876,Drowsy
1000,9.0,9.0,32.0624390837628,Drowsy
1002,10.04987562112089,9.055385138137416,34.0147027033899,Drowsy
1004,8.0,8.0,32.0624390837628,Drowsy
1006,9.0,9.0,34.058772731852805,Drowsy
1008,9.0,8.0,33.06055050963308,Drowsy
1010,9.0,8.0,33.06055050963308,Drowsy
1012,9.0,8.06225774829855,34.058772731852805,Drowsy
1014,9.0,8.06225774829855,34.058772731852805,Drowsy
1016,9.0,8.0,34.0147027033899,Drowsy
1018,9.055385138137416,9.0,34.058772731852805,Drowsy
1020,9.0,8.0,35.05709628591621,Drowsy
1022,8.0,9.0,34.0147027033899,Drowsy
1024,8.0,8.0,34.058772731852805,Drowsy
1026,10.0,9.0,35.0142828000232,Drowsy
1028,9.0,8.0,34.0147027033899,Drowsy
1030,10.0,9.0,35.0142828000232,Drowsy
1032,9.0,8.0,34.058772731852805,Drowsy
1034,9.0,9.055385138137416,35.0142828000232,Drowsy
1036,9.0,9.0,35.05709628591621,Drowsy
1038,9.0,9.0,35.0142828000232,Drowsy
1040,9.055385138137416,8.0,35.0142828000232,Drowsy
1042,9.055385138137416,8.06225774829855,35.0,Drowsy
1044,9.0,9.055385138137416,36.013886210738214,Drowsy
1046,10.04987562112089,9.055385138137416,35.0142828000232,Drowsy
1048,10.0,9.055385138137416,35.0142828000232,Drowsy
1050,10.04987562112089,10.0,35.0,Drowsy
1052,10.0,9.055385138137416,36.0,Drowsy
1054,9.0,9.0,35.0,Drowsy
1056,9.055385138137416,9.055385138137416,35.0,Drowsy
1058,10.198039027185567,9.055385138137416,35.0142828000232,Drowsy
1060,9.055385138137416,9.0,35.0,Drowsy
1062,10.04987562112089,9.055385138137416,35.0,Drowsy
1064,10.04987562112089,10.04987562112089,35.0142828000232,Drowsy
1066,9.055385138137416,9.055385138137416,35.0,Drowsy
1068,9.055385138137416,9.0,35.0,Drowsy
1070,10.04987562112089,9.055385138137416,36.013886210738214,Drowsy
1072,9.055385138137416,9.055385138137416,35.0142828000232,Drowsy
1074,10.04987562112089,9.055385138137416,36.05551275463989,Drowsy
1076,10.04987562112089,9.055385138137416,35.0142828000232,Drowsy
1078,10.04987562112089,9.055385138137416,35.05709628591621,Drowsy
1080,9.055385138137416,9.055385138137416,36.05551275463989,Drowsy
1082,9.219544457292889,8.06225774829855,34.058772731852805,Drowsy
1084,9.219544457292889,9.219544457292889,36.12478373637688,Drowsy
1086,10.04987562112089,10.04987562112089,36.12478373637688,Drowsy
1088,10.198039027185567,10.04987562112089,35.05709628591621,Drowsy
1090,10.04987562112089,10.198039027185567,35.05709628591621,Drowsy
1092,10.198039027185567,10.04987562112089,36.12478373637688,Drowsy
1094,10.198039027185567,9.055385138137416,36.12478373637688,Drowsy
1096,10.04987562112089,9.219544457292889,35.12833614050059,Drowsy
1098,11.180339887498947,10.198039027185567,35.22782990761707,Alert
1100,10.198039027185567,10.198039027185567,36.345563690772494,Drowsy
1102,9.848857801796104,8.54400374531753,33.95585369269929,Drowsy
1104,9.486832980505138,8.54400374531753,33.95585369269929,Drowsy
1106,9.486832980505138,8.54400374531753,32.7566787083184,Drowsy
1108,9.219544457292889,9.219544457292889,33.734255586866,Drowsy
1110,9.219544457292889,9.219544457292889,33.734255586866,Drowsy
1112,8.54400374531753,8.246211251235321,33.54101966249684,Drowsy
1114,8.246211251235321,8.246211251235321,33.54101966249684,Drowsy
1116,8.246211251235321,8.54400374531753,32.7566787083184,Drowsy
1118,8.246211251235321,8.246211251235321,32.55764119219941,Drowsy
1120,8.246211251235321,7.280109889280518,32.55764119219941,Drowsy
1122,8.246211251235321,9.219544457292889,32.55764119219941,Drowsy
1124,8.246211251235321,8.246211251235321,32.55764119219941,Drowsy
1126,7.280109889280518,8.246211251235321,32.55764119219941,Drowsy
1128,8.246211251235321,8.246211251235321,33.54101966249684,Drowsy
1130,8.246211251235321,8.246211251235321,33.54101966249684,Drowsy
1132,8.54400374531753,8.246211251235321,33.37663853655727,Drowsy
1134,8.246211251235321,9.219544457292889,33.54101966249684,Drowsy
1136,8.246211251235321,8.06225774829855,33.37663853655727,Drowsy
1138,6.082762530298219,6.082762530298219,32.2490309931942,Drowsy
1140,8.06225774829855,8.06225774829855,33.06055050963308,Drowsy
1142,8.06225774829855,7.071067811865476,33.06055050963308,Drowsy
1144,7.071067811865476,7.071067811865476,33.06055050963308,Drowsy
1146,8.06225774829855,8.0,32.01562118716424,Drowsy
1148,8.06225774829855,9.055385138137416,33.015148038438355,Drowsy
1150,8.0,8.06225774829855,33.015148038438355,Drowsy
1152,8.06225774829855,8.0,32.0,Drowsy
1154,8.06225774829855,8.06225774829855,32.0,Drowsy
1156,8.06225774829855,7.071067811865476,32.01562118716424,Drowsy
1158,7.0,6.0,34.0147027033899,Drowsy
1160,6.0,6.0,30.14962686336267,Drowsy
1162,5.0,5.0990195135927845,31.144823004794876,Drowsy
1164,7.071067811865476,6.0,31.144823004794876,Drowsy
1166,6.0,6.0,30.066592756745816,Drowsy
1168,7.0,7.0,30.14962686336267,Drowsy
1170,7.071067811865476,5.0990195135927845,29.068883707497267,Drowsy
1172,7.0,7.0,28.16025568065745,Drowsy
1174,9.055385138137416,9.055385138137416,30.066592756745816,Drowsy
1176,10.198039027185567,9.055385138137416,29.27456233660889,Drowsy
1178,8.06225774829855,7.071067811865476,29.154759474226505,Drowsy
1180,7.0,8.06225774829855,30.265491900843116,Drowsy
1182,8.0,8.0,28.0713376952364,Drowsy
1184,8.06225774829855,8.06225774829855,27.073972741361768,Drowsy
1186,10.04987562112089,9.055385138137416,31.016124838541646,Drowsy
1188,8.0,7.0,28.16025568065745,Drowsy
1190,7.071067811865476,7.071067811865476,29.068883707497267,Drowsy
1192,7.071067811865476,7.071067811865476,29.068883707497267,Drowsy
1194,8.0,8.0,30.066592756745816,Drowsy
1196,8.0,8.0,32.0624390837628,Drowsy
1198,9.0,8.0,31.016124838541646,Drowsy
1200,10.04987562112089,9.219544457292889,32.2490309931942,Drowsy
1202,10.198039027185567,9.219544457292889,32.2490309931942,Drowsy
1204,11.04536101718726,10.198039027185567,33.24154027718932,Drowsy
1206,11.180339887498947,10.198039027185567,34.23448553724738,Drowsy
1208,12.041594578792296,12.16552506059644,33.37663853655727,Alert
1210,11.04536101718726,10.198039027185567,32.14031735997639,Drowsy
1212,12.041594578792296,11.04536101718726,33.37663853655727,Alert
1214,10.04987562112089,9.219544457292889,33.13608305156178,Drowsy
1216,8.06225774829855,7.071067811865476,34.0147027033899,Drowsy
1218,8.06225774829855,7.071067811865476,34.0,Drowsy
1220,8.0,8.0,34.0147027033899,Drowsy
1222,8.06225774829855,8.06225774829855,33.0,Drowsy
1224,8.06225774829855,8.0,33.015148038438355,Drowsy
1226,9.0,8.06225774829855,33.015148038438355,Drowsy
1228,8.06225774829855,8.06225774829855,33.015148038438355,Drowsy
1230,8.06225774829855,8.06225774829855,34.058772731852805,Drowsy
1232,9.055385138137416,8.06225774829855,34.0147027033899,Drowsy
1234,8.06225774829855,8.06225774829855,34.0147027033899,Drowsy
1236,9.055385138137416,8.06225774829855,34.058772731852805,Drowsy
1238,9.055385138137416,8.06225774829855,33.06055050963308,Drowsy
1240,9.055385138137416,8.06225774829855,33.06055050963308,Drowsy
1242,8.06225774829855,8.06225774829855,33.06055050963308,Drowsy
1244,9.219544457292889,8.06225774829855,34.132096331752024,Drowsy
1246,7.071067811865476,8.246211251235321,33.13608305156178,Drowsy
1248,9.219544457292889,8.246211251235321,34.23448553724738,Drowsy
1250,8.06225774829855,8.246211251235321,33.13608305156178,Drowsy
1252,8.246211251235321,8.246211251235321,34.23448553724738,Drowsy
1254,8.06225774829855,7.280109889280518,33.24154027718932,Drowsy
1256,8.246211251235321,8.246211251235321,34.23448553724738,Drowsy
1258,8.06225774829855,8.06225774829855,34.132096331752024,Drowsy
1260,9.055385138137416,8.246211251235321,33.24154027718932,Drowsy
1262,8.246211251235321,8.246211251235321,34.23448553724738,Drowsy
1264,8.54400374531753,8.246211251235321,33.37663853655727,Drowsy
1266,8.246211251235321,8.246211251235321,32.38826948140329,Drowsy
1268,9.486832980505138,8.54400374531753,33.54101966249684,Drowsy
1270,8.54400374531753,8.54400374531753,33.734255586866,Drowsy
1272,8.54400374531753,8.54400374531753,32.984845004941285,Drowsy
1274,9.486832980505138,8.54400374531753,32.984845004941285,Drowsy
1276,8.94427190999916,9.486832980505138,32.984845004941285,Drowsy
1278,9.486832980505138,9.486832980505138,34.48187929913333,Drowsy
1280,9.486832980505138,10.770329614269007,33.52610922848042,Drowsy
1282,9.848857801796104,10.770329614269007,35.17101079013795,Drowsy
1284,10.770329614269007,10.770329614269007,34.20526275297414,Drowsy
1286,9.848857801796104,9.486832980505138,33.24154027718932,Drowsy
1288,8.94427190999916,9.486832980505138,33.24154027718932,Drowsy
1290,9.486832980505138,9.848857801796104,33.24154027718932,Drowsy
1292,9.486832980505138,10.44030650891055,34.20526275297414,Drowsy
1294,8.54400374531753,8.54400374531753,33.24154027718932,Drowsy
1296,8.246211251235321,8.54400374531753,33.37663853655727,Drowsy
1298,9.219544457292889,8.246211251235321,34.23448553724738,Drowsy
1300,8.06225774829855,8.06225774829855,34.058772731852805,Drowsy
1302,8.06225774829855,7.071067811865476,34.058772731852805,Drowsy
1304,9.055385138137416,9.055385138137416,35.0142828000232,Drowsy
1306,8.06225774829855,8.06225774829855,33.0,Drowsy
1308,12.16552506059644,11.180339887498947,33.37663853655727,Alert
1310,9.0,8.0,32.0,Drowsy
1312,11.180339887498947,12.16552506059644,31.400636936215164,Alert
1314,8.0,8.06225774829855,31.0,Drowsy
1316,9.0,8.0,31.064449134018133,Drowsy
1318,8.06225774829855,7.071067811865476,32.14031735997639,Drowsy
1320,8.0,7.0,28.0178514522438,Drowsy
1322,10.0,9.0,25.019992006393608,Alert
1324,8.06225774829855,9.055385138137416,28.284271247461906,Drowsy
1326,10.04987562112089,9.219544457292889,30.265491900843116,Alert
1328,9.219544457292889,9.219544457292889,28.635642126552707,Drowsy
1330,10.198039027185567,9.219544457292889,30.4138126514911,Drowsy
1332,8.06225774829855,8.246211251235321,30.265491900843116,Drowsy
1334,10.198039027185567,9.219544457292889,32.2490309931942,Drowsy
1336,10.198039027185567,10.04987562112089,30.59411708155671,Alert
1338,8.06225774829855,8.06225774829855,29.27456233660889,Drowsy
1340,10.198039027185567,10.198039027185567,30.59411708155671,Alert
1342,8.06225774829855,8.0,33.06055050963308,Drowsy
1344,9.0,9.0,32.0624390837628,Drowsy
1346,9.0,8.0,32.01562118716424,Drowsy
1348,9.055385138137416,9.055385138137416,35.0,Drowsy
1350,9.055385138137416,9.055385138137416,34.0,Drowsy
1352,9.055385138137416,8.0,34.0,Drowsy
1354,9.055385138137416,9.0,34.0,Drowsy
1356,10.04987562112089,9.055385138137416,33.0,Drowsy
1358,9.055385138137416,9.055385138137416,31.016124838541646,Drowsy
1360,8.06225774829855,8.06225774829855,30.0,Drowsy
1362,9.055385138137416,10.198039027185567,31.144823004794876,Drowsy
1364,7.280109889280518,7.615773105863909,33.37663853655727,Drowsy
1366,7.280109889280518,7.280109889280518,34.36568055487916,Drowsy
1368,8.246211251235321,7.071067811865476,33.24154027718932,Drowsy
1370,8.246211251235321,7.280109889280518,33.24154027718932,Drowsy
1372,8.246211251235321,8.06225774829855,33.24154027718932,Drowsy
1374,7.071067811865476,7.280109889280518,32.2490309931942,Drowsy
1376,8.06225774829855,8.246211251235321,33.13608305156178,Drowsy
1378,8.06225774829855,8.246211251235321,33.13608305156178,Drowsy
1380,7.280109889280518,7.071067811865476,33.06055050963308,Drowsy
1382,8.0,8.06225774829855,32.0624390837628,Drowsy
1384,8.06225774829855,8.06225774829855,33.06055050963308,Drowsy
1386,9.0,8.06225774829855,32.01562118716424,Drowsy
1388,9.055385138137416,9.0,33.015148038438355,Drowsy
1390,8.06225774829855,8.06225774829855,33.0,Drowsy
1392,9.0,9.055385138137416,32.01562118716424,Drowsy
1394,8.06225774829855,8.06225774829855,31.0,Drowsy
1396,8.0,7.0,33.0,Drowsy
1398,9.0,9.0,31.0,Drowsy
1400,9.0,9.0,31.0,Drowsy
1402,9.0,9.0,31.0,Drowsy
1404,9.0,9.0,31.016124838541646,Drowsy
1406,8.06225774829855,9.0,31.0,Drowsy
1408,9.055385138137416,8.06225774829855,31.0,Drowsy
1410,8.0,8.06225774829855,33.015148038438355,Drowsy
1412,9.219544457292889,9.219544457292889,32.2490309931942,Drowsy
1414,9.055385138137416,8.0,34.0,Drowsy
1416,10.04987562112089,9.219544457292889,32.38826948140329,Drowsy
1418,10.04987562112089,9.055385138137416,30.14962686336267,Drowsy
1420,9.0,8.06225774829855,33.015148038438355,Drowsy
1422,9.0,8.0,34.0,Drowsy
1424,8.0,7.0,33.015148038438355,Drowsy
1426,8.0,7.0,32.01562118716424,Drowsy
1428,6.0,5.0,32.0624390837628,Drowsy
1430,6.0,6.0,33.015148038438355,Drowsy
1432,7.0,6.0,32.01562118716424,Drowsy
1434,8.0,7.0,32.01562118716424,Drowsy
1436,8.0,7.071067811865476,33.0,Drowsy
1438,7.071067811865476,7.071067811865476,32.01562118716424,Drowsy
1440,8.06225774829855,9.055385138137416,31.016124838541646,Drowsy
1442,8.06225774829855,7.071067811865476,33.015148038438355,Drowsy
1444,8.06225774829855,9.0,33.015148038438355,Drowsy
1446,7.071067811865476,7.071067811865476,33.015148038438355,Drowsy
1448,7.071067811865476,7.071067811865476,32.0624390837628,Drowsy
1450,8.06225774829855,8.06225774829855,33.06055050963308,Drowsy
1452,10.198039027185567,9.219544457292889,32.2490309931942,Drowsy
1454,8.0,7.071067811865476,33.015148038438355,Drowsy
1456,8.06225774829855,8.06225774829855,34.0,Drowsy
1458,9.219544457292889,9.219544457292889,33.24154027718932,Drowsy
1460,9.219544457292889,9.219544457292889,32.2490309931942,Drowsy
1462,8.0,8.0,29.017236257093817,Drowsy
1464,8.0,7.0,28.0713376952364,Drowsy
1466,8.0,8.0,29.017236257093817,Drowsy
1468,8.06225774829855,8.06225774829855,26.30589287593181,Drowsy
1470,6.0,6.0,23.021728866442675,Drowsy
1472,8.06225774829855,8.06225774829855,25.317977802344327,Drowsy
1474,8.0,7.071067811865476,26.30589287593181,Drowsy
1476,10.04987562112089,10.0,28.16025568065745,Alert
1478,9.055385138137416,9.055385138137416,29.0,Drowsy
1480,9.055385138137416,9.055385138137416,29.068883707497267,Drowsy
1482,10.04987562112089,10.0,29.154759474226505,Alert
1484,10.04987562112089,10.0,30.14962686336267,Alert
1486,9.055385138137416,8.06225774829855,30.01666203960727,Drowsy
1488,8.246211251235321,8.06225774829855,29.42787793912432,Drowsy
1490,9.055385138137416,9.055385138137416,28.284271247461906,Alert
1492,9.0,9.055385138137416,33.06055050963308,Drowsy
1494,9.0,9.0,34.058772731852805,Drowsy
1496,9.055385138137416,9.055385138137416,30.066592756745816,Drowsy
1498,8.0,8.0,33.13608305156178,Drowsy
1500,9.0,8.0,33.06055050963308,Drowsy
1502,9.0,9.0,33.06055050963308,Drowsy
1504,9.055385138137416,9.0,33.06055050963308,Drowsy
1506,9.0,9.0,33.13608305156178,Drowsy
1508,9.0,8.0,34.058772731852805,Drowsy
1510,8.246211251235321,8.246211251235321,29.61418578992169,Drowsy
1512,10.44030650891055,9.219544457292889,30.59411708155671,Drowsy
1514,10.04987562112089,10.0,34.132096331752024,Drowsy
1516,9.0,8.0,33.06055050963308,Drowsy
1518,9.0,9.0,33.06055050963308,Drowsy
1520,8.246211251235321,8.246211251235321,30.4138126514911,Drowsy
1522,9.0,9.0,32.0624390837628,Drowsy
1524,9.0,10.0,30.01666203960727,Drowsy
1526,9.219544457292889,8.06225774829855,28.442925306655784,Drowsy
1528,8.246211251235321,7.280109889280518,29.61418578992169,Drowsy
1530,10.0,9.0,31.016124838541646,Drowsy
1532,9.219544457292889,9.219544457292889,31.575306807693888,Drowsy
1534,9.219544457292889,8.06225774829855,29.42787793912432,Drowsy
1536,9.0,9.0,35.05709628591621,Drowsy
1538,9.055385138137416,9.0,34.058772731852805,Drowsy
1540,9.0,9.0,34.058772731852805,Drowsy
1542,10.0,9.0,35.05709628591621,Drowsy
1544,9.0,9.0,34.058772731852805,Drowsy
1546,9.0,9.0,35.05709628591621,Drowsy
1548,10.0,10.0,34.058772731852805,Drowsy
1550,10.0,9.0,34.0147027033899,Drowsy
1552,9.055385138137416,10.0,34.0147027033899,Drowsy
1554,10.04987562112089,9.0,34.0147027033899,Drowsy
1556,9.055385138137416,9.0,34.0147027033899,Drowsy
1558,10.0,9.0,35.0142828000232,Drowsy
1560,10.0,9.055385138137416,35.0,Drowsy
1562,9.0,9.0,34.0,Drowsy
1564,10.04987562112089,9.0,35.0,Drowsy
1566,9.055385138137416,9.055385138137416,35.0,Drowsy
1568,10.04987562112089,9.055385138137416,35.0,Drowsy
1570,10.04987562112089,9.0,36.0,Drowsy
1572,9.0,9.0,35.0,Drowsy
1574,7.0,7.0,34.0,Drowsy
1576,7.0,7.0,32.0,Drowsy
1578,8.0,7.071067811865476,33.0,Drowsy
1580,9.0,9.055385138137416,33.0,Drowsy
1582,9.055385138137416,9.055385138137416,32.0,Drowsy
1584,9.219544457292889,9.219544457292889,33.015148038438355,Drowsy
1586,9.219544457292889,9.055385138137416,33.015148038438355,Drowsy
1588,8.06225774829855,8.246211251235321,32.0,Drowsy
1590,9.055385138137416,8.06225774829855,32.01562118716424,Drowsy
1592,9.055385138137416,9.219544457292889,33.015148038438355,Drowsy
1594,9.055385138137416,8.246211251235321,32.0624390837628,Drowsy
1596,7.071067811865476,7.071067811865476,32.01562118716424,Drowsy
1598,8.06225774829855,7.071067811865476,32.0624390837628,Drowsy
1600,8.06225774829855,8.246211251235321,32.0624390837628,Drowsy
1602,9.055385138137416,8.246211251235321,32.14031735997639,Drowsy
1604,9.055385138137416,9.055385138137416,33.13608305156178,Drowsy
1606,9.055385138137416,8.06225774829855,32.0624390837628,Drowsy
1608,7.071067811865476,7.280109889280518,32.2490309931942,Drowsy
1610,9.219544457292889,9.055385138137416,35.12833614050059,Drowsy
1612,10.04987562112089,9.055385138137416,34.0147027033899,Drowsy
1614,10.04987562112089,10.04987562112089,34.0147027033899,Drowsy
1616,10.04987562112089,10.04987562112089,34.0147027033899,Drowsy
1618,9.0,9.055385138137416,34.0,Drowsy
1620,9.055385138137416,9.0,33.015148038438355,Drowsy
1622,8.246211251235321,8.246211251235321,28.284271247461906,Drowsy
1624,10.198039027185567,10.04987562112089,27.16615541441225,Alert
1626,9.055385138137416,8.0,32.14031735997639,Drowsy
1628,9.055385138137416,8.06225774829855,31.144823004794876,Drowsy
1630,9.0,8.06225774829855,31.25699921617557,Drowsy
1632,8.0,8.0,31.144823004794876,Drowsy
1634,10.0,10.0,29.068883707497267,Alert
1636,11.04536101718726,10.04987562112089,30.0,Alert
1638,10.04987562112089,10.0,31.0,Drowsy
1640,8.06225774829855,8.06225774829855,35.35533905932738,Drowsy
1642,8.06225774829855,8.06225774829855,33.37663853655727,Drowsy
1644,8.06225774829855,7.071067811865476,35.22782990761707,Drowsy
1646,8.06225774829855,7.071067811865476,34.36568055487916,Drowsy
1648,8.06225774829855,8.246211251235321,34.36568055487916,Drowsy
1650,8.06225774829855,7.071067811865476,34.52535300326414,Drowsy
1652,8.06225774829855,9.0,26.019223662515376,Alert
1654,8.246211251235321,8.06225774829855,26.019223662515376,Drowsy
1656,9.055385138137416,8.06225774829855,25.019992006393608,Alert
1658,8.06225774829855,7.071067811865476,24.020824298928627,Drowsy
1660,9.0,8.0,31.25699921617557,Drowsy
1662,9.055385138137416,8.06225774829855,32.14031735997639,Drowsy
1664,9.0,8.06225774829855,30.14962686336267,Drowsy
1666,9.0,8.06225774829855,31.25699921617557,Drowsy
1668,9.0,8.0,31.25699921617557,Drowsy
1670,10.04987562112089,10.0,27.018512172212592,Alert
1672,8.0,8.0,25.019992006393608,Drowsy
1674,8.06225774829855,8.0,26.019223662515376,Drowsy
1676,9.055385138137416,9.0,25.019992006393608,Alert
1678,8.06225774829855,8.0,27.018512172212592,Drowsy
1680,9.0,8.06225774829855,30.265491900843116,Drowsy
1682,7.0,7.071067811865476,31.144823004794876,Drowsy
1684,8.0,7.071067811865476,30.265491900843116,Drowsy
1686,8.06225774829855,7.280109889280518,30.265491900843116,Drowsy
1688,10.04987562112089,9.0,32.01562118716424,Drowsy
1690,7.0,7.071067811865476,26.019223662515376,Drowsy
1692,8.0,8.0,27.018512172212592,Drowsy
1694,8.0,7.0,31.016124838541646,Drowsy
1696,9.0,8.0,32.01562118716424,Drowsy
1698,8.0,7.0,32.01562118716424,Drowsy
1700,8.0,7.0,32.01562118716424,Drowsy
1702,8.0,8.0,33.015148038438355,Drowsy
1704,8.0,7.0,33.0,Drowsy
1706,8.0,7.0,34.0147027033899,Drowsy
1708,8.06225774829855,7.0,32.0,Drowsy
1710,8.0,7.0,32.0,Drowsy
1712,8.0,8.0,32.0,Drowsy
1714,8.0,8.0,33.0,Drowsy
1716,8.0,8.06225774829855,34.0,Drowsy
1718,8.06225774829855,7.0,33.015148038438355,Drowsy
1720,8.06225774829855,7.0,33.0,Drowsy
1722,9.055385138137416,7.071067811865476,33.015148038438355,Drowsy
1724,9.055385138137416,8.06225774829855,34.0147027033899,Drowsy
1726,8.06225774829855,7.071067811865476,33.015148038438355,Drowsy
1728,9.055385138137416,8.06225774829855,34.0,Drowsy
1730,9.055385138137416,9.055385138137416,33.015148038438355,Drowsy
1732,9.055385138137416,8.0,33.015148038438355,Drowsy
1734,8.06225774829855,8.06225774829855,34.0,Drowsy
1736,9.055385138137416,8.0,35.0142828000232,Drowsy
1738,9.055385138137416,9.055385138137416,34.0,Drowsy
1740,10.04987562112089,9.0,34.0147027033899,Drowsy
1742,9.055385138137416,9.055385138137416,35.0,Drowsy
1744,10.04987562112089,9.0,33.0,Drowsy
1746,9.055385138137416,9.055385138137416,34.0,Drowsy
1748,9.0,9.055385138137416,32.0,Drowsy
1750,10.0,9.0,34.0147027033899,Drowsy
1752,9.0,9.0,34.0147027033899,Drowsy
1754,9.0,9.0,34.058772731852805,Drowsy
1756,9.0,8.0,33.13608305156178,Drowsy
1758,9.0,9.0,32.0624390837628,Drowsy
1760,9.0,8.0,33.13608305156178,Drowsy
1762,9.0,9.0,32.0624390837628,Drowsy
1764,9.055385138137416,8.0,33.13608305156178,Drowsy
1766,9.0,8.0,31.144823004794876,Drowsy
1768,9.0,9.055385138137416,32.14031735997639,Drowsy
1770,9.0,8.0,33.13608305156178,Drowsy
1772,9.055385138137416,7.071067811865476,32.0624390837628,Drowsy
1774,10.198039027185567,9.219544457292889,29.27456233660889,Alert
1776,9.0,9.055385138137416,32.14031735997639,Drowsy
1778,9.0,9.055385138137416,33.13608305156178,Drowsy
1780,9.0,9.055385138137416,33.13608305156178,Drowsy
1782,9.0,9.055385138137416,33.13608305156178,Drowsy
1784,9.055385138137416,9.0,33.015148038438355,Drowsy
1786,10.04987562112089,9.0,33.06055050963308,Drowsy
1788,9.486832980505138,9.219544457292889,29.61418578992169,Drowsy
1790,9.486832980505138,9.486832980505138,30.59411708155671,Drowsy
1792,8.246211251235321,8.06225774829855,28.635642126552707,Drowsy
1794,10.0,9.055385138137416,34.058772731852805,Drowsy
1796,10.04987562112089,9.055385138137416,34.058772731852805,Drowsy
1798,9.219544457292889,9.486832980505138,29.8328677803526,Drowsy
1800,11.04536101718726,10.0,35.0142828000232,Drowsy
1802,10.0,10.04987562112089,35.0142828000232,Drowsy
1804,10.0,10.0,35.0142828000232,Drowsy
1806,10.0,9.0,35.05709628591621,Drowsy
1808,10.0,10.0,34.058772731852805,Drowsy
1810,9.055385138137416,9.0,34.0147027033899,Drowsy
1812,10.0,9.0,35.05709628591621,Drowsy
1814,9.0,9.0,35.0142828000232,Drowsy
1816,10.198039027185567,10.04987562112089,30.14962686336267,Alert
1818,10.04987562112089,10.0,35.05709628591621,Drowsy
1820,10.04987562112089,11.0,34.0147027033899,Drowsy
1822,10.0,10.0,34.058772731852805,Drowsy
1824,10.0,10.0,34.0,Drowsy
1826,10.04987562112089,9.0,34.0147027033899,Drowsy
1828,10.0,10.0,34.058772731852805,Drowsy
1830,11.0,10.0,35.0,Drowsy
1832,9.0,9.0,34.0147027033899,Drowsy
1834,8.0,8.0,33.06055050963308,Drowsy
1836,9.055385138137416,9.0,30.066592756745816,Drowsy
1838,11.04536101718726,11.0,31.0,Alert
1840,10.04987562112089,10.04987562112089,32.0,Drowsy
1842,11.180339887498947,10.04987562112089,30.066592756745816,Alert
1844,11.180339887498947,10.04987562112089,31.064449134018133,Alert
1846,12.16552506059644,12.041594578792296,33.06055050963308,Alert
1848,11.04536101718726,10.04987562112089,30.0,Alert
1850,10.04987562112089,10.0,33.0,Drowsy
1852,7.0,7.0,30.066592756745816,Drowsy
1854,9.055385138137416,7.0,32.01562118716424,Drowsy
1856,8.06225774829855,7.0,32.0624390837628,Drowsy
1858,8.0,8.0,32.14031735997639,Drowsy
1860,9.219544457292889,9.055385138137416,29.27456233660889,Drowsy
1862,10.198039027185567,10.04987562112089,29.42787793912432,Alert
1864,10.04987562112089,10.04987562112089,30.4138126514911,Alert
1866,7.0,7.0,26.0768096208106,Drowsy
1868,9.219544457292889,9.055385138137416,29.42787793912432,Drowsy
1870,10.04987562112089,10.04987562112089,28.16025568065745,Alert
1872,10.04987562112089,10.0,27.073972741361768,Alert
1874,10.04987562112089,10.0,29.017236257093817,Alert
1876,8.06225774829855,8.06225774829855,25.0,Drowsy
1878,9.055385138137416,9.0,25.0,Alert
1880,9.0,9.0,26.019223662515376,Alert
1882,8.0,8.0,26.0,Drowsy
1884,9.055385138137416,9.055385138137416,24.08318915758459,Alert
1886,9.0,9.0,31.064449134018133,Drowsy
1888,9.0,10.0,31.0,Drowsy
1890,9.0,9.0,30.0,Drowsy
1892,11.04536101718726,11.04536101718726,34.0147027033899,Alert
1894,7.071067811865476,6.082762530298219,30.4138126514911,Drowsy
1896,7.071067811865476,6.082762530298219,30.4138126514911,Drowsy
1898,10.04987562112089,9.219544457292889,33.13608305156178,Drowsy
1900,11.04536101718726,11.04536101718726,32.14031735997639,Alert
1902,10.198039027185567,9.055385138137416,33.13608305156178,Drowsy
1904,10.198039027185567,9.055385138137416,30.01666203960727,Drowsy
1906,10.198039027185567,9.219544457292889,31.400636936215164,Drowsy
1908,10.198039027185567,9.055385138137416,32.38826948140329,Drowsy
1910,10.198039027185567,10.04987562112089,31.400636936215164,Drowsy
1912,12.16552506059644,11.04536101718726,32.55764119219941,Alert
1914,9.219544457292889,9.219544457292889,31.25699921617557,Drowsy
1916,9.219544457292889,10.198039027185567,31.25699921617557,Drowsy
1918,10.198039027185567,10.198039027185567,32.38826948140329,Alert
1920,12.16552506059644,11.04536101718726,33.37663853655727,Alert
1922,11.180339887498947,10.04987562112089,32.38826948140329,Drowsy
1924,12.16552506059644,11.180339887498947,32.55764119219941,Alert
1926,10.198039027185567,11.180339887498947,33.54101966249684,Drowsy
1928,10.198039027185567,11.180339887498947,32.55764119219941,Alert
1930,9.219544457292889,9.219544457292889,31.400636936215164,Drowsy
