,Landmark_1,Landmark_2,Landmark_3,Class
252,11.180339887498947,11.180339887498947,30.14962686336267,Alert
254,9.0,10.0,26.0768096208106,Alert
256,9.0,9.0,24.186773244895647,Alert
258,9.0,9.055385138137416,25.079872407968907,Alert
260,8.0,8.0,26.0768096208106,Drowsy
262,8.0,8.0,26.0768096208106,Drowsy
264,8.0,8.06225774829855,25.179356624028344,Drowsy
266,9.0,7.0,25.079872407968907,Alert
268,8.0,7.0,25.079872407968907,Drowsy
270,7.0,6.0,26.0768096208106,Drowsy
272,9.055385138137416,9.0,29.0,Alert
274,9.055385138137416,9.055385138137416,26.0768096208106,Alert
276,9.055385138137416,9.055385138137416,30.14962686336267,Drowsy
278,9.055385138137416,9.055385138137416,31.064449134018133,Drowsy
280,10.04987562112089,9.0,30.14962686336267,Drowsy
282,9.055385138137416,9.055385138137416,29.154759474226505,Drowsy
284,10.04987562112089,9.055385138137416,31.064449134018133,Drowsy
286,10.04987562112089,9.055385138137416,30.066592756745816,Drowsy
288,11.180339887498947,11.04536101718726,31.25699921617557,Alert
290,10.04987562112089,10.04987562112089,32.2490309931942,Drowsy
292,9.0,8.0,33.015148038438355,Drowsy
294,8.0,8.06225774829855,33.015148038438355,Drowsy
296,9.0,8.06225774829855,34.0147027033899,Drowsy
298,8.06225774829855,7.0,34.058772731852805,Drowsy
300,8.06225774829855,9.055385138137416,31.0,Drowsy
302,7.071067811865476,7.0,30.0,Drowsy
304,8.0,8.0,32.0,Drowsy
306,11.180339887498947,11.180339887498947,34.36568055487916,Alert
308,8.06225774829855,8.0,35.0,Drowsy
310,8.0,7.0,33.015148038438355,Drowsy
312,8.0,8.0,35.0142828000232,Drowsy
314,8.06225774829855,8.06225774829855,35.0,Drowsy
316,8.0,8.06225774829855,34.0147027033899,Drowsy
318,8.06225774829855,8.06225774829855,34.0,Drowsy
320,8.06225774829855,8.06225774829855,34.0,Drowsy
322,8.06225774829855,7.0,32.01562118716424,Drowsy
324,8.0,8.06225774829855,33.0,Drowsy
326,9.055385138137416,9.055385138137416,34.0,Drowsy
328,9.055385138137416,9.055385138137416,34.0147027033899,Drowsy
330,8.0,8.0,33.0,Drowsy
332,8.0,8.0,34.0,Drowsy
334,9.055385138137416,9.055385138137416,34.0147027033899,Drowsy
336,9.055385138137416,9.0,33.015148038438355,Drowsy
338,9.0,9.0,33.0,Drowsy
340,9.055385138137416,9.0,34.0,Drowsy
342,8.0,8.0,33.015148038438355,Drowsy
344,9.055385138137416,9.055385138137416,34.0,Drowsy
346,8.06225774829855,8.0,34.0,Drowsy
348,9.055385138137416,9.055385138137416,34.0147027033899,Drowsy
350,10.04987562112089,9.0,35.0142828000232,Drowsy
352,10.04987562112089,9.055385138137416,34.0147027033899,Drowsy
354,9.055385138137416,9.055385138137416,33.06055050963308,Drowsy
356,10.04987562112089,10.04987562112089,33.015148038438355,Drowsy
358,10.0,10.04987562112089,34.0147027033899,Drowsy
360,10.04987562112089,10.04987562112089,34.058772731852805,Drowsy
362,10.04987562112089,10.0,35.0142828000232,Drowsy
364,10.0,10.04987562112089,35.0142828000232,Drowsy
366,10.04987562112089,10.04987562112089,33.015148038438355,Drowsy
368,10.04987562112089,10.04987562112089,33.015148038438355,Drowsy
370,9.055385138137416,10.04987562112089,34.058772731852805,Drowsy
372,9.055385138137416,9.0,35.0,Drowsy
374,10.04987562112089,9.0,35.0,Drowsy
376,10.04987562112089,9.055385138137416,33.06055050963308,Drowsy
378,8.0,7.071067811865476,33.015148038438355,Drowsy
380,10.04987562112089,10.04987562112089,33.06055050963308,Drowsy
382,11.0,10.04987562112089,33.06055050963308,Alert
384,9.055385138137416,9.055385138137416,30.265491900843116,Drowsy
386,9.055385138137416,8.06225774829855,29.154759474226505,Drowsy
388,10.04987562112089,10.04987562112089,32.38826948140329,Alert
390,9.055385138137416,8.06225774829855,30.14962686336267,Drowsy
392,8.246211251235321,8.246211251235321,30.265491900843116,Drowsy
394,11.04536101718726,11.0,33.015148038438355,Alert
396,8.0,8.0,31.016124838541646,Drowsy
398,7.0,7.0,33.0,Drowsy
400,6.0,5.0990195135927845,33.015148038438355,Drowsy
402,6.082762530298219,5.0990195135927845,33.0,Drowsy
404,7.0,5.0990195135927845,33.015148038438355,Drowsy
406,7.071067811865476,6.082762530298219,33.015148038438355,Drowsy
408,7.071067811865476,6.0,33.015148038438355,Drowsy
410,7.071067811865476,7.071067811865476,33.06055050963308,Drowsy
412,7.071067811865476,6.082762530298219,33.06055050963308,Drowsy
414,7.071067811865476,7.0,34.058772731852805,Drowsy
416,8.06225774829855,7.0,34.132096331752024,Drowsy
418,8.246211251235321,8.06225774829855,35.05709628591621,Drowsy
420,8.246211251235321,7.071067811865476,36.05551275463989,Drowsy
422,7.280109889280518,6.082762530298219,35.12833614050059,Drowsy
424,8.246211251235321,8.06225774829855,33.13608305156178,Drowsy
426,9.219544457292889,7.071067811865476,34.132096331752024,Drowsy
428,10.198039027185567,8.246211251235321,35.12833614050059,Drowsy
430,9.219544457292889,8.06225774829855,35.22782990761707,Drowsy
432,10.198039027185567,8.06225774829855,33.13608305156178,Drowsy
434,9.219544457292889,8.246211251235321,35.22782990761707,Drowsy
436,9.219544457292889,8.06225774829855,34.132096331752024,Drowsy
438,9.219544457292889,8.06225774829855,33.13608305156178,Drowsy
440,8.06225774829855,8.06225774829855,34.058772731852805,Drowsy
442,8.246211251235321,8.06225774829855,35.05709628591621,Drowsy
444,9.055385138137416,8.06225774829855,34.058772731852805,Drowsy
446,8.0,8.06225774829855,33.015148038438355,Drowsy
448,8.06225774829855,7.0,33.015148038438355,Drowsy
450,6.0,5.0990195135927845,32.0,Drowsy
452,8.0,8.06225774829855,33.0,Drowsy
454,9.055385138137416,9.0,32.0624390837628,Drowsy
456,10.04987562112089,9.055385138137416,32.01562118716424,Drowsy
458,7.071067811865476,8.0,32.01562118716424,Drowsy
460,9.055385138137416,8.0,32.0624390837628,Drowsy
462,8.06225774829855,8.0,35.05709628591621,Drowsy
464,7.071067811865476,7.0,34.0,Drowsy
466,7.280109889280518,7.071067811865476,35.0142828000232,Drowsy
468,9.055385138137416,8.06225774829855,35.05709628591621,Drowsy
470,9.219544457292889,8.06225774829855,35.05709628591621,Drowsy
472,9.219544457292889,8.06225774829855,35.05709628591621,Drowsy
474,9.055385138137416,8.06225774829855,33.06055050963308,Drowsy
476,9.055385138137416,8.246211251235321,33.13608305156178,Drowsy
478,10.04987562112089,9.055385138137416,34.058772731852805,Drowsy
480,9.055385138137416,8.06225774829855,35.12833614050059,Drowsy
482,9.055385138137416,8.06225774829855,35.05709628591621,Drowsy
484,10.04987562112089,9.219544457292889,35.12833614050059,Drowsy
486,10.04987562112089,9.219544457292889,35.22782990761707,Drowsy
488,10.198039027185567,10.198039027185567,35.22782990761707,Drowsy
490,9.219544457292889,9.055385138137416,35.35533905932738,Drowsy
492,9.219544457292889,8.246211251235321,35.22782990761707,Drowsy
494,8.06225774829855,8.06225774829855,34.23448553724738,Drowsy
496,9.055385138137416,9.055385138137416,34.132096331752024,Drowsy
498,10.198039027185567,9.219544457292889,35.12833614050059,Drowsy
500,10.198039027185567,9.219544457292889,35.12833614050059,Drowsy
502,9.055385138137416,8.06225774829855,34.058772731852805,Drowsy
504,8.06225774829855,7.071067811865476,34.058772731852805,Drowsy
506,7.071067811865476,7.0,35.0142828000232,Drowsy
508,8.06225774829855,6.082762530298219,35.0142828000232,Drowsy
510,7.071067811865476,7.071067811865476,34.0147027033899,Drowsy
512,8.06225774829855,7.0,35.05709628591621,Drowsy
514,6.082762530298219,6.0,34.0147027033899,Drowsy
516,6.0,6.082762530298219,34.0147027033899,Drowsy
518,6.0,5.0,34.0147027033899,Drowsy
520,5.0990195135927845,5.0,32.01562118716424,Drowsy
522,6.082762530298219,5.0,33.015148038438355,Drowsy
524,8.06225774829855,7.0,34.0,Drowsy
526,6.0,6.082762530298219,32.01562118716424,Drowsy
528,7.071067811865476,6.0,33.015148038438355,Drowsy
530,6.0,6.0,33.015148038438355,Drowsy
532,7.0,6.082762530298219,32.01562118716424,Drowsy
534,7.0,6.0,32.01562118716424,Drowsy
536,7.0,7.0,32.01562118716424,Drowsy
538,7.0,7.0,34.0147027033899,Drowsy
540,7.0,6.0,33.06055050963308,Drowsy
542,7.0,7.0,33.06055050963308,Drowsy
544,9.219544457292889,9.219544457292889,29.8328677803526,Drowsy
546,8.0,7.0,33.06055050963308,Drowsy
548,7.071067811865476,7.0,33.06055050963308,Drowsy
550,8.06225774829855,8.0,35.0142828000232,Drowsy
552,9.055385138137416,8.0,33.06055050963308,Drowsy
554,8.06225774829855,8.0,33.015148038438355,Drowsy
556,8.06225774829855,7.0,34.0147027033899,Drowsy
558,8.06225774829855,7.0,34.0147027033899,Drowsy
560,8.06225774829855,7.0,33.0,Drowsy
562,7.0,7.0,33.0,Drowsy
564,8.06225774829855,7.0,34.0,Drowsy
566,8.06225774829855,8.06225774829855,32.0,Drowsy
568,9.0,8.06225774829855,33.0,Drowsy
570,9.0,8.06225774829855,33.015148038438355,Drowsy
572,8.06225774829855,7.0,32.0,Drowsy
574,8.06225774829855,8.0,32.0,Drowsy
576,9.0,8.06225774829855,33.0,Drowsy
578,9.055385138137416,7.0,34.0147027033899,Drowsy
580,7.071067811865476,7.0,34.0147027033899,Drowsy
582,7.0,7.0,32.01562118716424,Drowsy
584,9.055385138137416,7.0,33.015148038438355,Drowsy
586,8.06225774829855,8.06225774829855,33.0,Drowsy
588,7.0,7.071067811865476,34.0147027033899,Drowsy
590,7.071067811865476,6.0,32.0,Drowsy
592,7.071067811865476,7.0,34.0147027033899,Drowsy
594,7.071067811865476,7.0,33.015148038438355,Drowsy
596,6.082762530298219,6.0,34.0,Drowsy
598,7.071067811865476,5.0990195135927845,34.0147027033899,Drowsy
600,6.082762530298219,5.0,33.015148038438355,Drowsy
602,6.082762530298219,5.0,33.015148038438355,Drowsy
604,6.082762530298219,6.082762530298219,33.015148038438355,Drowsy
606,6.082762530298219,6.082762530298219,32.01562118716424,Drowsy
608,9.219544457292889,8.06225774829855,33.015148038438355,Drowsy
610,7.071067811865476,7.071067811865476,32.01562118716424,Drowsy
612,7.071067811865476,6.082762530298219,33.06055050963308,Drowsy
614,7.280109889280518,7.071067811865476,33.06055050963308,Drowsy
616,7.280109889280518,6.082762530298219,34.058772731852805,Drowsy
618,7.280109889280518,6.082762530298219,34.058772731852805,Drowsy
620,9.219544457292889,8.246211251235321,33.13608305156178,Drowsy
622,9.219544457292889,8.06225774829855,33.06055050963308,Drowsy
624,8.06225774829855,8.246211251235321,34.132096331752024,Drowsy
626,8.246211251235321,7.071067811865476,33.13608305156178,Drowsy
628,8.246211251235321,8.0,34.058772731852805,Drowsy
630,8.06225774829855,8.0,33.06055050963308,Drowsy
632,8.06225774829855,7.0,33.015148038438355,Drowsy
634,7.071067811865476,6.082762530298219,33.015148038438355,Drowsy
636,7.0,6.082762530298219,32.01562118716424,Drowsy
638,6.0,5.0990195135927845,32.0,Drowsy
640,8.246211251235321,7.280109889280518,30.59411708155671,Drowsy
642,7.280109889280518,7.280109889280518,30.4138126514911,Drowsy
644,10.198039027185567,10.198039027185567,30.59411708155671,Alert
646,7.0,6.0,31.016124838541646,Drowsy
648,6.0,6.0,31.064449134018133,Drowsy
650,7.0,7.0,31.064449134018133,Drowsy
652,7.0,6.0,30.01666203960727,Drowsy
654,7.0,5.0990195135927845,32.0624390837628,Drowsy
656,8.0,8.0,29.017236257093817,Drowsy
658,8.0,8.0,30.14962686336267,Drowsy
660,9.0,9.0,31.064449134018133,Drowsy
662,10.04987562112089,9.0,31.064449134018133,Drowsy
664,9.055385138137416,8.0,32.0624390837628,Drowsy
666,10.0,10.04987562112089,31.016124838541646,Drowsy
668,11.04536101718726,11.04536101718726,33.0,Alert
670,10.04987562112089,10.0,27.018512172212592,Alert
672,10.04987562112089,9.0,29.017236257093817,Alert
674,7.0,7.071067811865476,30.066592756745816,Drowsy
676,8.0,8.0,30.066592756745816,Drowsy
678,7.071067811865476,7.0,30.14962686336267,Drowsy
680,8.06225774829855,7.0,30.14962686336267,Drowsy
682,8.06225774829855,8.06225774829855,28.16025568065745,Drowsy
684,8.06225774829855,9.055385138137416,27.16615541441225,Drowsy
686,7.071067811865476,6.082762530298219,29.154759474226505,Drowsy
688,8.06225774829855,8.06225774829855,28.284271247461906,Drowsy
690,12.041594578792296,12.041594578792296,38.0,Drowsy
692,8.0,7.071067811865476,31.144823004794876,Drowsy
694,9.055385138137416,9.0,30.0,Drowsy
696,8.06225774829855,9.055385138137416,30.0,Drowsy
698,10.0,9.0,30.0,Drowsy
700,9.055385138137416,9.0,29.017236257093817,Drowsy
702,11.04536101718726,10.04987562112089,32.01562118716424,Alert
704,8.0,8.0,30.01666203960727,Drowsy
706,8.0,8.0,30.14962686336267,Drowsy
708,7.0,7.071067811865476,30.066592756745816,Drowsy
710,11.180339887498947,12.041594578792296,34.132096331752024,Alert
712,9.055385138137416,9.055385138137416,28.0713376952364,Alert
714,9.055385138137416,9.055385138137416,27.018512172212592,Alert
716,9.055385138137416,10.0,27.018512172212592,Alert
718,9.055385138137416,8.0,27.0,Alert
720,10.04987562112089,10.0,28.0178514522438,Alert
722,9.055385138137416,10.0,28.0178514522438,Alert
724,8.0,8.0,25.079872407968907,Drowsy
726,7.071067811865476,6.0,26.019223662515376,Drowsy
728,10.0,9.055385138137416,31.144823004794876,Drowsy
730,10.0,10.0,32.0624390837628,Drowsy
732,11.0,11.04536101718726,33.06055050963308,Alert
734,11.0,11.0,33.015148038438355,Alert
736,11.0,11.04536101718726,32.01562118716424,Alert
738,12.041594578792296,12.041594578792296,31.064449134018133,Alert
740,12.041594578792296,12.0,33.015148038438355,Alert
742,13.038404810405298,12.0,32.0,Alert
744,11.04536101718726,11.0,31.016124838541646,Alert
746,9.0,8.06225774829855,31.144823004794876,Drowsy
748,9.0,8.06225774829855,31.144823004794876,Drowsy
750,9.0,7.071067811865476,29.154759474226505,Drowsy
752,9.055385138137416,8.06225774829855,31.064449134018133,Drowsy
754,9.0,9.055385138137416,32.14031735997639,Drowsy
756,8.06225774829855,8.06225774829855,32.0624390837628,Drowsy
758,9.0,8.06225774829855,32.0624390837628,Drowsy
760,10.0,9.0,32.01562118716424,Drowsy
762,10.0,9.055385138137416,32.01562118716424,Drowsy
764,10.0,8.06225774829855,32.0624390837628,Drowsy
766,9.0,8.06225774829855,32.01562118716424,Drowsy
768,9.055385138137416,9.055385138137416,31.016124838541646,Drowsy
770,10.04987562112089,9.0,30.0,Drowsy
772,10.04987562112089,9.055385138137416,33.06055050963308,Drowsy
774,10.04987562112089,9.055385138137416,32.0624390837628,Drowsy
776,9.219544457292889,8.06225774829855,31.016124838541646,Drowsy
778,9.486832980505138,9.219544457292889,34.23448553724738,Drowsy
780,9.055385138137416,8.246211251235321,34.23448553724738,Drowsy
782,10.198039027185567,10.04987562112089,35.22782990761707,Drowsy
784,8.246211251235321,9.219544457292889,35.12833614050059,Drowsy
786,9.055385138137416,8.246211251235321,35.12833614050059,Drowsy
788,9.055385138137416,8.06225774829855,35.05709628591621,Drowsy
790,8.06225774829855,6.0,34.0,Drowsy
792,7.071067811865476,6.082762530298219,32.2490309931942,Drowsy
794,7.0,6.082762530298219,32.2490309931942,Drowsy
796,8.06225774829855,6.082762530298219,32.14031735997639,Drowsy
798,8.06225774829855,9.055385138137416,29.068883707497267,Drowsy
800,9.055385138137416,9.055385138137416,28.0713376952364,Alert
802,10.04987562112089,10.0,28.0178514522438,Alert
804,11.04536101718726,10.198039027185567,32.0624390837628,Alert
806,8.0,7.0,28.0178514522438,Drowsy
808,8.06225774829855,7.0,25.079872407968907,Drowsy
810,10.04987562112089,9.055385138137416,28.0178514522438,Alert
812,10.0,10.0,27.073972741361768,Alert
814,9.055385138137416,9.055385138137416,27.0,Alert
816,9.055385138137416,9.0,26.019223662515376,Alert
818,10.04987562112089,9.055385138137416,29.0,Alert
820,10.04987562112089,10.04987562112089,29.0,Alert
822,12.041594578792296,11.0,29.017236257093817,Alert
824,9.055385138137416,9.0,27.018512172212592,Alert
826,9.055385138137416,9.0,26.0768096208106,Alert
828,8.06225774829855,8.0,27.018512172212592,Drowsy
830,9.0,9.0,27.0,Alert
832,8.0,8.0,27.073972741361768,Drowsy
834,6.082762530298219,7.0,26.019223662515376,Drowsy
836,9.055385138137416,8.0,26.019223662515376,Alert
838,8.0,8.06225774829855,25.019992006393608,Alert
840,7.0,8.0,27.018512172212592,Alert
842,8.06225774829855,7.0,26.0,Drowsy
844,8.06225774829855,8.0,27.0,Alert
846,9.055385138137416,9.0,28.0,Alert
848,8.06225774829855,8.0,27.0,Alert
850,8.0,8.0,28.0,Alert
852,9.055385138137416,8.0,28.0178514522438,Alert
854,12.041594578792296,11.04536101718726,32.0624390837628,Alert
856,13.152946437965904,12.16552506059644,32.2490309931942,Alert
858,7.0,8.06225774829855,30.265491900843116,Drowsy
860,7.0,8.06225774829855,30.265491900843116,Drowsy
862,7.071067811865476,7.071067811865476,29.154759474226505,Drowsy
864,8.0,7.071067811865476,34.23448553724738,Drowsy
866,8.0,8.06225774829855,30.14962686336267,Drowsy
868,8.06225774829855,8.0,31.016124838541646,Drowsy
870,9.055385138137416,9.055385138137416,30.265491900843116,Drowsy
872,9.219544457292889,9.055385138137416,30.4138126514911,Drowsy
874,7.0,7.071067811865476,29.068883707497267,Drowsy
876,7.071067811865476,7.280109889280518,33.13608305156178,Drowsy
878,8.246211251235321,7.071067811865476,34.132096331752024,Drowsy
880,8.246211251235321,7.280109889280518,33.24154027718932,Drowsy
882,8.06225774829855,7.280109889280518,33.24154027718932,Drowsy
884,8.246211251235321,7.071067811865476,33.24154027718932,Drowsy
886,8.246211251235321,7.280109889280518,33.24154027718932,Drowsy
888,8.246211251235321,7.280109889280518,33.24154027718932,Drowsy
890,7.280109889280518,7.280109889280518,32.14031735997639,Drowsy
892,8.06225774829855,8.246211251235321,33.24154027718932,Drowsy
894,8.246211251235321,8.06225774829855,34.23448553724738,Drowsy
896,9.219544457292889,8.246211251235321,34.23448553724738,Drowsy
898,10.198039027185567,9.219544457292889,34.36568055487916,Drowsy
900,10.198039027185567,10.198039027185567,35.35533905932738,Drowsy
902,11.180339887498947,10.198039027185567,35.35533905932738,Drowsy
904,10.198039027185567,10.198039027185567,35.22782990761707,Drowsy
906,10.198039027185567,9.219544457292889,35.12833614050059,Drowsy
908,9.055385138137416,9.055385138137416,35.12833614050059,Drowsy
910,8.06225774829855,8.06225774829855,34.0147027033899,Drowsy
912,8.06225774829855,7.0,33.0,Drowsy
914,8.0,8.0,32.01562118716424,Drowsy
916,7.0,8.0,33.0,Drowsy
918,8.0,8.0,33.015148038438355,Drowsy
920,8.0,8.0,32.0624390837628,Drowsy
922,8.0,8.06225774829855,32.14031735997639,Drowsy
924,8.0,8.06225774829855,32.2490309931942,Drowsy
926,8.06225774829855,7.071067811865476,30.14962686336267,Drowsy
928,8.06225774829855,7.0,30.14962686336267,Drowsy
930,8.06225774829855,8.06225774829855,30.265491900843116,Drowsy
932,7.071067811865476,7.071067811865476,30.14962686336267,Drowsy
934,8.06225774829855,8.246211251235321,30.265491900843116,Drowsy
936,11.40175425099138,11.40175425099138,30.364452901377952,Alert
938,8.06225774829855,7.071067811865476,29.42787793912432,Drowsy
940,8.0,8.06225774829855,30.066592756745816,Drowsy
942,10.04987562112089,9.0,26.0,Alert
944,12.16552506059644,11.04536101718726,29.068883707497267,Alert
946,10.04987562112089,9.055385138137416,29.068883707497267,Alert
948,12.041594578792296,11.04536101718726,31.016124838541646,Alert
950,9.055385138137416,9.0,30.01666203960727,Alert
952,9.219544457292889,9.055385138137416,29.068883707497267,Alert
954,6.0,6.0,23.021728866442675,Drowsy
956,7.0,7.0,25.019992006393608,Drowsy
958,8.06225774829855,9.055385138137416,29.017236257093817,Alert
960,9.055385138137416,7.071067811865476,29.42787793912432,Drowsy
962,8.0,7.071067811865476,29.27456233660889,Drowsy
964,8.06225774829855,6.082762530298219,29.42787793912432,Drowsy
966,12.16552506059644,11.04536101718726,29.068883707497267,Alert
968,10.0,10.04987562112089,32.14031735997639,Drowsy
970,11.04536101718726,11.0,28.0178514522438,Alert
972,9.055385138137416,9.055385138137416,32.2490309931942,Drowsy
974,9.055385138137416,8.06225774829855,31.144823004794876,Drowsy
976,9.055385138137416,8.06225774829855,30.265491900843116,Drowsy
978,9.055385138137416,8.06225774829855,31.25699921617557,Drowsy
